NAME_1,NAME_2,DESC_OCC,RACE,STATE_DATE,END_DATE,BOS_START_DATE,BOS_END_DATE,TYPE,ACTION,START_LOC,END_LOC,LAT,LONG,ORIG_ADDRESS,RECORDS,DIGS,IIIF,HAD,SOURCE,LD,OTHER_REPO,NOTES,LAYER,TITLE_1,URL_1,TITLE_2,URL_2,TITLE_3,URL_3
Gray,Peter,clothes,Black,,,,,Person,lived,,1836,42.36221,-71.06618,house 2 Vine,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Green,Charles W.,barber,Black,,,,,Person,lived,,1836,42.3618,-71.05289,106 Commercial,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Green,Peter,mariner,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Hall,Primus,soap boiler,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Hammond,John,,Black,,,,,Person,lived,,1836,42.35229,-71.06061,house Peck lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Handliss,Aflia,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house rear Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Hanson,Thomas,laborer,Black,,,,,Person,lived,,1836,42.36535,-71.06705,house 9 Second,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Harris,Walter,,Black,,,,,Person,lived,,1836,42.36071,-71.0679,"boarding house, 11 West Centre",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Hemmenway,John,,Black,,,,,Person,lived,,1836,42.36067,-71.06872,Grove,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Henson,Daniel,clothing,Black,,,,,Person,lived,,1836,42.35982,-71.0587,26 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Hilton,John T.,clothes dealer,Black,,,,,Person,worked,,1836,42.35976,-71.05888,20 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Hilton,John T.,clothes dealer,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Hogan,John,laborer,Black,,,,,Person,lived,,1836,42.36422,-71.06542,house 103 Chambers,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Holmes,Solomon,hairdresser,Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Holmes,William,hairdresser,Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now,"Stimpson's Boston Directory, 1836",,,,,,
Holmes,William,hairdresser,Black,,,,,Person,worked,,1836,42.3652,-71.05302,183 Hanover,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on the location of 185 Hanover Street at intersection with Clark St.,"Stimpson's Boston Directory, 1836",,,,,,
Holmes,Henry,barber,Black,,,,,Person,lived,,1836,42.3623,-71.05611,99 Hanover,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on the location of 85 Hanover Street at intersection with N. Centre St.,"Stimpson's Boston Directory, 1836",,,,,,
Holmes,Solomon,hairdresser,Black,,,,,Person,worked,,1836,42.36391,-71.0644,39 Leveret,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Howard,Peter,"hairdr. and music, ",Black,,,,,Person,worked,,1836,42.361,-71.06677,82-Camb,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.,"Stimpson's Boston Directory, 1836",,,,,,
Howard,Peter,"hairdr. and music, ",Black,,,,,Person,lived,,1836,42.36394,-71.06573,house 18 Poplar,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on 32 Poplar Street being at the intersection with Kennard Ave,"Stimpson's Boston Directory, 1836",,,,,,
Howe,Louis,,Black,,,,,Person,lived,,1836,42.36479,-71.06689,house 28 Spring,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Ives,John,mariner,Black,,,,,Person,lived,,1836,42.36105,-71.06646,house 1 Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Jackson,Amos S.,,Black,,,,,Person,lived,,1836,42.36236,-71.06624,house rear 3 Vine,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Jaspar,Samuel,waiter,Black,,,,,Person,lived,,1836,42.36097,-71.07,house 1 George,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,George St is now the north section of West Cedar Street,"Stimpson's Boston Directory, 1836",,,,,,
Jenkins,Lewis,,Black,,,,,Person,lived,,1836,42.35971,-71.06702,house rear 17 May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
Jinnings,William S.,clothes dealer,Black,,,,,Person,lived,,1836,42.3555,-71.05828,Franklin avenue,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Jinnings,Thomas,clothing,Black,,,,,Person,lived,,1836,42.36164,-71.05718,57 Union,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Johnson,William,,Black,,,,,Person,lived,,1836,42.36054,-71.06536,house rear 17 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Johnson,Lewis,hairdresser,Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now,"Stimpson's Boston Directory, 1836",,,,,,
Johnson,Rob.,"clothes clean, ",Black,,,,,Person,lived,,1836,42.35977,-71.06505,house Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now,"Stimpson's Boston Directory, 1836",,,,,,
Johnson,Rob.,"clothes clean, ",Black,,,,,Person,worked,,1836,42.35972,-71.05947,"store, 5 Brattle",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Johnson,Thomas,mariner,Black,,,,,Person,lived,,1836,42.36706,-71.05431,Charter,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Johnson,Lewis,hairdresser,Black,,,,,Person,worked,,1836,42.35747,-71.05137,62 India wharf,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Johnson,William,mariner,Black,,,,,Person,lived,,1836,42.36587,-71.05376,Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Jones,Arthur,barber,Black,,,,,Person,worked,,1836,42.36264,-71.05451,154 1-2 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
Jones,Arthur,barber,Black,,,,,Person,lived,,1836,42.363226,-71.052983,house Langdon place,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Junier,William,waiter,Black,,,,,Person,lived,,1836,42.36105,-71.06646,house 1 Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Kendall,William B.,,Black,,,,,Person,lived,,1836,42.36024,-71.06515,house 27 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Lamnos,Margaret,widow,Black,,,,,Person,lived,,1836,42.36046,-71.06515,house 21 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Lawson,Edward,laborer,Black,,,,,Person,lived,,1836,42.35229,-71.06061,Peck lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Le,Vonn Anna,washwoman,Black,,,,,Person,lived,,1836,42.36587,-71.05376,Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Leonard,John,waiter,Black,,,,,Person,lived,,1836,42.3613,-71.06806,rear 6 Bridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Lewis,William,hairdresser,Black,,,,,Person,lived,,1836,42.36358,-71.05216,203 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
Lewis,Uriel,,Black,,,,,Person,lived,,1836,42.36026,-71.06526,house rear 29 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Lewis,Joel W.,blacksmith,Black,,,,,Person,worked,,1836,42.36101,-71.0662,70 Cambridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.,"Stimpson's Boston Directory, 1836",,,,,,
Lewis,Joel W.,blacksmith,Black,,,,,Person,lived,,1836,42.35996,-71.06777,house Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Lewis,Andress V.,barber,Black,,,,,Person,lived,,1836,42.36041,-71.06127,Howard,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Lewis,A. J.,hairdresser,Black,,,,,Person,lived,,1836,42.35882,-71.05458,13 Sea,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Lewis,C. I.,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,house West Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Marshall,John,,Black,,,,,Person,lived,,1836,42.36259,-71.05453,rear 152 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
Martin,Luther,,Black,,,,,Person,lived,,1836,42.3637,-71.05345,16 North square,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Mattrass,Ezekiel,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,West Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Mills,Jane,,Black,,,,,Person,lived,,1836,42.36323,-71.05384,"boarding house, head Ellis's wharf",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Opens at 183 Ann Street according to Directory ,"Stimpson's Boston Directory, 1836",,,,,,
Moody,Matilda,,Black,,,,,Person,lived,,1836,42.35229,-71.06061,Peck lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Nash,Oliver,barber,Black,,,,,Person,worked,,1836,42.36019,-71.05967,9 Hanover,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on the location of 29 Hanover Street at intersection with Elm St.,"Stimpson's Boston Directory, 1836",,,,,,
Nash,Oliver,barber,Black,,,,,Person,lived,,1836,42.35955,-71.0686,house May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
Nell,William G.,tailor,Black,,,,,Person,worked,,1836,42.36017,-71.05856,Brattle square,,,,,"Kathryn Grover and Janine V. da Silva, ""Historic Resource Study: Boston African American National Historic Site, 31 December 2002."" Discover Underground Railroad History. National Parks Service.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Nell,William G.,tailor,Black,,,,,Person,lived,,1836,42.36162,-71.06819,house rear Bridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Nibbs,William,,Black,,,,,Person,lived,,1836,42.36092,-71.06999,house 3 George,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,George St is now the north section of West Cedar Street,"Stimpson's Boston Directory, 1836",,,,,,
Nichols,Henry,laborer,Black,,,,,Person,lived,,1836,42.36092,-71.06999,house 3 George,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,George St is now the north section of West Cedar Street,"Stimpson's Boston Directory, 1836",,,,,,
Osborn,John,hairdresser,Black,,,,,Person,lived,,1836,42.36677,-71.05279,258 Hanover,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on the location of 230 Hanover Street at intersection with Charter St.,"Stimpson's Boston Directory, 1836",,,,,,
Page,Sampson,house,Black,,,,,Person,lived,,1836,42.35911,-71.06502,4 Holden place,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Opens at 21 and 23 Belknap St according to Directory,"Stimpson's Boston Directory, 1836",,,,,,
Patterson,Pierce,laborer,Black,,,,,Person,lived,,1836,42.36031,-71.06822,Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Paul,Catharine,"widow of Thomas, ",Black,,,,,Person,lived,,1836,42.36088,-71.07008,6 George,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,George St is now the north section of West Cedar Street,"Stimpson's Boston Directory, 1836",,,,,,
Payne,Timothy,laborer,Black,,,,,Person,lived,,1836,42.34182,-71.06733,South May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,South May Street is now Savoy Street,"Stimpson's Boston Directory, 1836",,,,,,
Pero,John B.,hairdresser,Black,,,,,Person,lived,,1836,42.3604,-71.06505,house 22 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Pero,John B.,hairdresser,Black,,,,,Person,worked,,1836,42.36011,-71.05742,rear 1 Dock sq,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Pitts,Coffin,clothes,Black,,,,,Person,worked,,1836,42.35981,-71.05862,28 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Potter,Anthony,,Black,,,,,Person,lived,,1836,42.35937,-71.05725,Wilson's lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Putnam,George,hairdresser,Black,,,,,Person,lived,,1836,42.36057,-71.06505,house 16 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Putnam,George,hairdresser,Black,,,,,Person,worked,,1836,42.35641,-71.05968,2 Bromfield,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Redding,William,,Black,,,,,Person,lived,,1836,42.36036,-71.06638,house Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Redding,Charles,,Black,,,,,Person,lived,,1836,42.35972,-71.06815,house rear May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
Revinason,Ann Mary,,Black,,,,,Person,lived,,1836,42.36259,-71.05453,house rear 152 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
Reynolds,Andrew E.,cigar maker,Black,,,,,Person,lived,,1836,42.36479,-71.05326,2 Fleet,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Rider,John,,Black,,,,,Person,lived,,1836,42.33955,-71.07225,rear 732 Washington,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on 720 Washington Street being at the intersection with Dedham Street.,"Stimpson's Boston Directory, 1836",,,,,,
Riley,William,clothes dealer,Black,,,,,Person,worked,,1836,42.35979,-71.05883,22 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Riley,William,clothes dealer,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Roberts,Chas. H.,clothes cleaner,Black,,,,,Person,worked,,1836,42.35503,-71.05632,36 Federal,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Roberts,Chas. H.,clothes cleaner,Black,,,,,Person,lived,,1836,42.36005,-71.06562,house May ct.,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,May Court is now Smith Court,"Stimpson's Boston Directory, 1836",,,,,,
Roberts,Ralph,laborer,Black,,,,,Person,lived,,1836,42.36587,-71.05376,house Robinson lane,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Roberts,B. F.,cordwainer,Black,,,,,Person,lived,,1836,42.36535,-71.06705,house 9 Second,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Roberts,Robert,,Black,,,,,Person,lived,,1836,42.36535,-71.06705,house 9 Second,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Robinson,John,clothes,Black,,,,,Person,worked,,1836,42.35978,-71.05803,42 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Robinson,John,clothes,Black,,,,,Person,lived,,1836,42.36028,-71.07004,house George,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,George St is now the north section of West Cedar Street,"Stimpson's Boston Directory, 1836",,,,,,
Rogers,John,clothes,Black,,,,,Person,worked,,1836,42.35966,-71.05912,14 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Rogers,John,clothes,Black,,,,,Person,lived,,1836,42.36471,-71.06755, house rear 29 Poplar,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on 32 Poplar Street being at the intersection with Kennard Ave,"Stimpson's Boston Directory, 1836",,,,,,
Rowe,Charlotte,widow,Black,,,,,Person,lived,,1836,42.36549,-71.06706,house 10 Second,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Sampson,Philip,,Black,,,,,Person,lived,,1836,42.34057,-71.07138,719 Washington,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based on 720 Washington Street being at the intersection with Dedham Street.,"Stimpson's Boston Directory, 1836",,,,,,
Saunders,Joseph,,Black,,,,,Person,lived,,1836,42.36036,-71.06638,house Butolph,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Scarlett,John E.,shop,Black,,,,,Person,worked,,1836,42.35977,-71.0581,40 Brattle,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Scarlett,John E.,shop,Black,,,,,Person,lived,,1836,42.34189,-71.06767,house 9 South May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,South May Street is now Savoy Street,"Stimpson's Boston Directory, 1836",,,,,,
Schuyler,Samuel F.,hairdres.,Black,,,,,Person,lived,,1836,42.3655,-71.05179,house 312 Ann,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Ann St is where North Street is now. Estimated based off Harris and North Streets being at 306 Ann Street and North Street and Langdon Place being at 179 Ann Street.,"Stimpson's Boston Directory, 1836",,,,,,
Schuyler,Samuel F.,hairdres.,Black,,,,,Person,worked,,1836,42.35506,-71.051,head Arch wf. ,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Silver,John D.,mariner,Black,,,,,Person,lived,,1836,42.36031,-71.06822,Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Silver,Joseph A.,mariner,Black,,,,,Person,lived,,1836,42.3422,-71.06776,704 Washington,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Estimated based South May opening at 706 Washington Street,"Stimpson's Boston Directory, 1836",,,,,,
Simpson,Violet,,Black,,,,,Person,lived,,1836,42.36596,-71.05373,Robinson alley,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Smith,Peter,clothing,Black,,,,,Person,lived,,1836,42.361,-71.06677,82 Cambridge,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Based on the facts that Chambers St opened at 41 Cambridge Street and North Grove at 125 Cambridge Street.,"Stimpson's Boston Directory, 1836",,,,,,
Smith,Lewis,grain measurer,Black,,,,,Person,lived,,1836,42.35955,-71.0686,May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
Smith,John,,Black,,,,,Person,lived,,1836,42.35996,-71.06777,house West Centre,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Snowden,Samuel,preacher,Black,,,,,Person,lived,,1836,42.36091,-71.06518,5 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
St. Pierre,John,,Black,,,,,Person,lived,,1836,42.35972,-71.06815,house rear May,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,May Street is now Revere Street,"Stimpson's Boston Directory, 1836",,,,,,
Standin,Francis,,Black,,,,,Person,lived,,1836,42.36066,-71.06788,house 13 West Second,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Steward,Linea,doctress,Black,,,,,Person,lived,,1836,42.36019,-71.06597,house rear South Russell,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Stockbridge,Adam,,Black,,,,,Person,lived,,1836,42.36031,-71.06822,house Southac,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Sumey,Susan B.,,Black,,,,,Person,lived,,1836,42.36596,-71.05373,Robinson alley,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,,"Stimpson's Boston Directory, 1836",,,,,,
Taylor,John R.,,Black,,,,,Person,lived,,1836,42.36033,-71.06703,"boarding house Southac, 2d door from West Centre",,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Southac Street is now Phillips Street,"Stimpson's Boston Directory, 1836",,,,,,
Teford,Andrew,barber,Black,,,,,Person,lived,,1836,42.36026,-71.06526,house rear 29 Belknap,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,Belknap Street is where Joy Street is now. Based on estimation from 8 Belknap Street being 81 Joy Street,"Stimpson's Boston Directory, 1836",,,,,,
Telford,Andrew,hairdresser,Black,,,,,Person,lived,,1836,42.36005,-71.06562,house May court,,,,,"Charles Stimpson, Jr. Stimpson's Boston Directory, 1836.. ",,,May Court is now Smith Court,"Stimpson's Boston Directory, 1836",,,,,,
